movie_UiD,title,genres
40031,"Hard Man, The",western
40032,First Comes Love,documentary
40033,Rafa,drama
40034,Giorgino,"adventure, drama, horror"
40035,"All Together, The","comedy, drama, romance"
40036,Aloha Summer,"comedy, drama"
40037,Windwalker,"adventure, drama, western"
40038,Hell and Back Again,"documentary, drama, war"
40039,Lost in Thailand (Ren zai jiong tu zhi tai jiong),"adventure, comedy, drama"
40040,"Last Days, The (Ãltimos dÃ­as, Los)","adventure, sci-fi, thriller"
40041,Our Nixon,documentary
40042,Off the Menu: The Last Days of Chasen's,documentary
40043,Darling Companion,drama
40044,Population Zero,"crime, mystery, thriller"
40045,Blue Jasmine,drama
40046,Frankenstein's Army,"action, horror, sci-fi"
40047,"Great Beauty, The (Grande Bellezza, La)","comedy, drama"
40048,"Whatever You Say (Bad, Bad Things) (Mon idole)","comedy, crime, drama"
40049,Troma's War,"action, adventure, comedy"
40050,Only the Young,documentary
40051,"Canyons, The","drama, thriller"
40052,Always Outnumbered,drama
40053,And You Thought Your Parents Were Weird,"children, comedy, sci-fi"
40054,Another Chance,comedy
40055,Poodle Springs,crime
40056,Andy Hardy's Double Life,"comedy, romance"
40057,They Call Him Bulldozer (Lo chiamavano Bulldozer),"action, comedy"
40058,Bomber,"action, comedy"
40059,3 dev adam (Three Giant Men),"action, adventure, sci-fi"
40060,Blood Shot,"action, comedy, horror"
40061,Another Face (Two Faces),"comedy, drama"
40062,Junior,documentary
40063,Armored Car Robbery,"crime, film-noir, thriller"
40064,Fred & Vinnie,"comedy, drama"
40065,"Love, Marilyn",documentary
40066,Arena,sci-fi
40067,Arrival II,"action, adventure, sci-fi"
40068,Two Guys Talkin' About Girls,"comedy, drama, romance"
40069,Phantom of the Megaplex,"action, children, comedy, mystery"
40070,"Redhead from Wyoming, The",western
40071,Baby On Board,comedy
40072,Battle for Brooklyn,documentary
40073,Vares: The Path of the Righteous Men (Vares - Kaidan tien kulkijat),"crime, drama"
40074,Alcan Highway (Alaska Highway),documentary
40075,Louis C.K.: Oh My God,comedy
40076,The Count of Monte Cristo,"adventure, drama, romance"
40077,Trevor Noah: Afraid of the Dark,comedy
40078,Alan Partridge: Alpha Papa,comedy
40079,Class of 1999,"action, horror, sci-fi"
40080,Computer Chess,comedy
40081,"Devil's Nightmare, The (Plus longue nuit du diable, La)","fantasy, horror"
40082,"Attack, The",drama
40083,"Attack, The","romance, thriller"
40084,My Little Pony: Equestria Girls,"animation, children, fantasy"
40085,Lupin the Third: The Secret of Mamo,"action, animation, crime"
40086,Bloody Murder,"drama, horror, thriller"
40087,Miss You Can Do It,documentary
40088,"Road to Brown, The",documentary
40089,"Forsyte Saga, The",drama
40090,Jay and Silent Bob Go Down Under,comedy
40091,"Brute, The (Bruto, El)",drama
40092,Man of Tai Chi,"action, imax"
40093,Zombies of Mora Tau,horror
40094,"Giant Claw, The","horror, sci-fi"
40095,Prince Avalanche,"comedy, drama"
40096,"Werewolf, The","horror, sci-fi"
40097,Batman: Mystery of the Batwoman,"action, animation, children, crime"
40098,Green Lantern: Emerald Knights,"action, adventure, animation, children"
40099,Creature with the Atom Brain,"crime, horror, sci-fi"
40100,Clear History,comedy
40101,Kickboxer 3: The Art of War (Kickboxer III: The Art of War),"action, thriller"
40102,From One Second to the Next,documentary
40103,Kickboxer 4: The Aggressor,"action, thriller"
40104,Class of 1999 II: The Substitute,"action, horror, sci-fi, thriller"
40105,Growing Pains,comedy
40106,Burning Bright,"drama, horror, thriller"
40107,DEFCON: The Documentary,documentary
40108,Jamie and Jessie Are Not Together,"comedy, musical, romance"
40109,Drug War (Du zhan),crime
40110,"Cat and the Canary, The","comedy, horror, mystery"
40111,Criminal Justice,drama
40112,Farmageddon,documentary
40113,"Fight, Zatoichi, Fight (ZatÃ´ichi kesshÃ´-tabi) (ZatÃ´ichi 8)","action, adventure, comedy, drama"
40114,Mr. Moto in Danger Island,"crime, drama, mystery, thriller"
40115,A Family Affair,comedy
40116,Killer at Large,documentary
40117,Cameron's Closet,horror
40118,Paranoia,"drama, thriller"
40119,"Legend of Kaspar Hauser, The (Leggenda di Kaspar Hauser, La)","comedy, drama, mystery"
40120,"Black Room, The","crime, horror, thriller"
40121,"Wind Rises, The (Kaze tachinu)","animation, drama, romance"
40122,"Maria, ihm schmeckt's nicht! (Maria, He Doesn't Like It)",comedy
40123,Fisticuffs (A golpes),drama
40124,Around the World Under the Sea,"action, adventure"
40125,Evidence,"horror, thriller"
40126,Amorosa,drama
40127,"Souper, Le (Supper, The)",drama
40128,Moving the Mountain,documentary
40129,"Mortal Instruments: City of Bones, The","action, adventure, drama, imax"
40130,Hitler's Children,documentary
40131,The Legend of Billie Jean,action
40132,Flight of the Conchords: A Texan Odyssey,comedy
40133,"First Grader, The",drama
40134,Underground,documentary
40135,Touchy Feely,drama
40136,Four Horsemen,documentary
40137,Des gens qui s'embrassent,"comedy, romance"
40138,Vassilisa the Beautiful (Vasilisa prekrasnaya),"adventure, fantasy"
40139,Lee Daniels' The Butler,drama
40140,In a World...,comedy
40141,Askari,drama
40142,Madhouse (There Was a Little Girl) (And When She Was Bad) (Flesh and the Beast) (Scared to Death),horror
40143,Back Door to Hell,"drama, war"
40144,Terms and Conditions May Apply,documentary
40145,Alias Ruby Blade,documentary
40146,Between the Sheets (Entre LenÃ§Ã³is),"drama, romance"
40147,Museum Hours,drama
40148,Ain't Them Bodies Saints,drama
40149,Money Matters,drama
40150,Sunset Strip,documentary
40151,Wartorn: 1861-2010,"documentary, war"
40152,"Cry in the Night, A","crime, drama, film-noir"
40153,Tatsumi,"documentary, drama, thriller"
40154,Chennai Express,"action, adventure, comedy"
40155,"Source Family, The","documentary, musical"
40156,Cold Prey II (Fritt Vilt II),horror
40157,Cold Prey III (Fritt Vilt III),horror
40158,When Nietzsche Wept,drama
40159,Four Flies on Grey Velvet,"horror, mystery, thriller"
40160,Fill the Void (Lemale et ha'halal),drama
40161,Truth or Die,"horror, thriller"
40162,Shadows of Liberty,documentary
40163,Looking for Hortense (Cherchez Hortense),drama
40164,Justice League: Crisis on Two Earths,"action, animation, sci-fi"
40165,Somewhere Between,documentary
40166,"Snows of Kilimanjaro, The (Neiges du Kilimandjaro, Les)",drama
40167,Enter Nowhere,"mystery, thriller"
40168,Viagem a Portugal,"drama, romance"
40169,Belarmino,"documentary, drama"
40170,Chasing Freedom,drama
40171,Blubberella,"action, comedy"
40172,Dealing: Or the Berkeley-to-Boston Forty-Brick Lost-Bag Blues,"comedy, drama, thriller"
40173,"Marva Collins Story, The","documentary, drama"
40174,You're Next,"horror, thriller"
40175,"Parisienne, La (Une parisienne)",comedy
40176,"Brothers O'Toole, The","comedy, western"
40177,Taipei Exchanges (Di 36 ge gu shi),"comedy, drama"
40178,Find Love,romance
40179,"Late Mathias Pascal, The (a.k.a. The Living Dead Man) (Feu Mathias Pascal)","drama, fantasy"
40180,"Date with Judy, A","comedy, musical, romance"
40181,"Royal Scandal, A","comedy, drama"
40182,"Ticklish Affair, A","comedy, romance"
40183,"Woman in The Septic Tank, The (Ang Babae sa septic tank)","comedy, musical"
40184,"Glass House, The",drama
40185,Confine,thriller
40186,Sparrows Dance,"drama, romance"
40187,Dieta mediterrÃ¡nea,"comedy, drama, romance"
40188,Clownhouse,horror
40189,Empire State,"action, drama"
40190,CÃ¡rcel de Mujeres,drama
40191,"Crimson Permanent Assurance, The","adventure, comedy"
40192,Dolly and Her Lover (RÃ¤psy ja Dolly eli Pariisi odottaa),"comedy, crime, romance"
40193,So It Goes (Korsoteoria),drama
40194,Joyride,drama
40195,My Wife Is a Gangster 2 (Jopog manura 2: Dolaon jeonseol),"action, comedy, crime"
40196,Queen of Montreuil,comedy
40197,Crawlspace,"horror, mystery, sci-fi, thriller"
40198,"Ghostmaker, The (Box of Shadows)","horror, sci-fi, thriller"
40199,Mutants,"horror, sci-fi"
40200,Too Hot to Handle,"adventure, comedy, romance"
40201,"Act of Love (Acte d'amour, Un)","drama, romance, war"
40202,Act of Love,drama
40203,Polite People (Kurteist fÃ³lk),"comedy, drama"
40204,Logorama,"action, animation, crime"
40205,"Little Traitor, The",drama
40206,Tidal Wave,drama
40207,"Pulp: a Film About Life, Death & Supermarkets",documentary
40208,Family Band: The Cowsills Story,documentary
40209,"Chicago 8, The",drama
40210,"World According to Dick Cheney, The",documentary
40211,"Stranger Within, The",thriller
40212,Something Real and Good,drama
40213,The Last Drop,"action, adventure, crime, war"
40214,Autopsy,horror
40215,Komodo,"horror, sci-fi, thriller"
40216,"Trust Us, This Is All Made Up","comedy, documentary"
40217,Apartment for Peggy,drama
40218,Back from Eternity,drama
40219,Back in Business,"action, adventure"
40220,Adore,"drama, romance"
40221,French Roast,"animation, comedy"
40222,TT3D: Closer to the Edge,documentary
40223,"Planet of the Future, The","action, adventure, sci-fi"
40224,"Long Dark Hall, The","crime, drama"
40225,Sealed Cargo,"thriller, war"
40226,Maria Bamford: The Special Special Special!,comedy
40227,"Life of Her Own, A",drama
40228,"First Nudie Musical, The","comedy, musical"
40229,Freeway,thriller
40230,Naked Souls,"sci-fi, thriller"
40231,Simon Killer,drama
40232,Dracula (Dracula 3D),"horror, romance, thriller"
40233,"Kidnapping of the President, The","action, drama, thriller"
40234,Kitchen Party,drama
40235,King Cobra,"horror, sci-fi"
40236,"Last of Robin Hood, The",drama
40237,"Suicide Shop, The (Le magasin des suicides)","animation, comedy, musical"
40238,Subspecies,horror
40239,Bloodstone: Subspecies II,horror
40240,Bloodlust: Subspecies III,horror
40241,From Hell It Came,horror
40242,Zapped Again!,"comedy, sci-fi"
40243,Instructions Not Included (No se Aceptan Devoluciones),"comedy, drama"
40244,Subspecies IV: Bloodstorm,horror
40245,"Motivation, The",documentary
40246,Conman (Du Xia 1999),comedy
40247,Koch,documentary
40248,One Direction: This Is Us,documentary
40249,Murder Ã  la Mod,"comedy, crime, mystery"
40250,"Fireman, The",comedy
40251,Night Watch,drama
40252,Closed Circuit,"crime, drama, mystery"
40253,Doctors' Wives,drama
40254,AmeriQua,comedy
40255,Killjoy,horror
40256,Killjoy 2: Deliverance from Evil,horror
40257,Killjoy 3,horror
40258,Evocateur: The Morton Downey Jr. Movie,documentary
40259,The Last Laugh,documentary
40260,"Teacher, A",drama
40261,"Leafie, a Hen Into the Wild","adventure, animation, drama"
40262,"High Tech, Low Life",documentary
40263,Killjoy Goes to Hell,"comedy, horror"
40264,25 April,documentary
40265,Puppet Master: Axis of Evil (Puppet Master 10),horror
40266,Three Worlds (Trois mondes),drama
40267,"Cockleshell Heroes, The","action, drama, war"
40268,King of Texas,"drama, western"
40269,"Mystery of the Third Planet, The (Tayna tretey planety)","adventure, animation, sci-fi"
40270,Hack!,"comedy, horror"
40271,Backlash,"mystery, romance, western"
40272,6954 KilometriÃ¤ Kotiin,documentary
40273,Schwarze Sonne,documentary
40274,Holocaust,"drama, romance, war"
40275,"Item, The","action, horror"
40276,I Am,documentary
40277,Phantom of the Rue Morgue,"crime, horror, mystery"
40278,Bad Girl Island (Sirens of Eleuthera) (Sirens of the Caribbean),"mystery, sci-fi"
40279,Bad Men of Missouri,"action, romance, western"
40280,Badman's Country,western
40281,Hunky Dory,"drama, musical"
40282,American Vagabond,documentary
40283,"Story of Luke, The","comedy, drama"
40284,"Glass Web, The","crime, drama, film-noir"
40285,"Incredible Melting Man, The","horror, sci-fi"
40286,Rage of Honor,"action, crime"
40287,Moonlight Serenade,drama
40288,And Now a Word from Our Sponsor,"comedy, drama"
40289,Spin (You Are Here),"comedy, romance"
40290,Lisa,"drama, thriller"
40291,"Coward, The (Kapurush)",drama
40292,What If,"comedy, drama, romance"
40293,Ping Pong,documentary
40294,"Sex of Angels, The (El sexo de los Ã¡ngeles)","drama, romance"
40295,Deathsport,"action, sci-fi"
40296,Unfinished Sky,"drama, romance"
40297,"History of Future Folk, The","adventure, comedy, musical, sci-fi"
40298,"Out of the Furnace (Dust to Dust) (Low Dweller, The)","drama, thriller"
40299,"Conspiracy, The","horror, thriller"
40300,Good Vibrations,"drama, musical"
40301,"Ultimate Life, The",drama
40302,Vizontele,"comedy, drama"
40303,This is Martin Bonner,drama
40304,"Crimson Petal and the White, The","drama, romance"
40305,"Almost Kings (Wheeler Boys, The) (Touchback)",drama
40306,High on Crack Street: Lost Lives in Lowell,documentary
40307,King Lines,adventure
40308,Short Term 12,drama
40309,At Any Price,"drama, thriller"
40310,Island in the Sky,"adventure, drama"
40311,I Was a Teenage Zombie,"comedy, horror"
40312,Joy of Sex,"comedy, romance"
40313,Just One of the Girls,comedy
40314,Aurora Borealis,"drama, romance"
40315,Badman's Territory,"action, drama, western"
40316,"Milky Way, The",comedy
40317,Imaginary Witness: Hollywood and the Holocaust,documentary
40318,Eminem AKA,documentary
40319,Salinger,documentary
40320,Tears of Steel,sci-fi
40321,"Jerk Theory, The",comedy
40322,Jungleground,"action, sci-fi, thriller"
40323,Table No.21,"drama, thriller"
40324,Paradise: Faith (Paradies: Glaube),drama
40325,"Human Family Tree, The",documentary
40326,"Story of Maths, The",documentary
40327,End of the Line,"horror, thriller"
40328,"Last Run, The","comedy, drama"
40329,"Wet Parade, The","drama, romance"
40330,Collision Course,"action, comedy, thriller"
40331,Post Tenebras Lux,drama
40332,Ice Age Columbus: Who Were the First Americans?,documentary
40333,Farah Goes Bang,comedy
40334,Shadowlands,"drama, romance"
40335,Angels of Revolution,(no genres listed)
40336,Dragon Day,"drama, sci-fi, thriller"
40337,"Wedding Party, The",comedy
40338,"Unspeakable Act, The",drama
40339,Shakma,horror
40340,"Champion, The",comedy
40341,"Jitney Elopement, A",comedy
40342,"Factory, The","mystery, thriller"
40343,Time of Peace (Tempos de Paz),drama
40344,Saint Joan,drama
40345,Pig Hunt,"action, horror, thriller"
40346,Officer Down,"crime, drama"
40347,"Cat's-Paw, The",comedy
40348,His Regeneration,western
40349,Mabel at the Wheel,comedy
40350,Grand Masti,"comedy, drama, romance"
40351,Battle of the Year,musical
40352,Louis Theroux: Twilight of the Porn Stars,documentary
40353,Nightmares in Red White & Blue: The Evolution of the American Horror Film,"documentary, horror"
40354,Hercules,"action, fantasy"
40355,"Naked Civil Servant, The","comedy, drama"
40356,"Englishman in New York, An",drama
40357,"Dragonphoenix Chronicles: Indomitable, The","action, adventure, fantasy"
40358,"Big Day, The (We Met on the Vineyard)",comedy
40359,Bandit: Bandit's Silver Angel (Smokey and the Bandit 7) (Bandit: Bandit and the Silver Angel),comedy
40360,Hitting Home,"drama, romance, thriller"
40361,Off Beat,"comedy, romance"
40362,Out On A Limb,comedy
40363,Inescapable,"action, drama, war"
40364,Afternoon Delight,"comedy, drama"
40365,Casting By,documentary
40366,"Notebook, The (A nagy fÃ¼zet)","drama, war"
40367,Repeaters,"action, drama"
40368,"Pit, The",horror
40369,Barbed Wire,"action, comedy, western"
40370,Arirang,documentary
40371,Bare Knuckles,"action, drama"
40372,Karate-Robo Zaborgar (Denjin ZabÃ´gÃ¢),"action, adventure, comedy, fantasy"
40373,"Other Side of Bollywood, The",documentary
40374,America the Beautiful,documentary
40375,Supporting Characters,"comedy, romance"
40376,Alps (Alpeis),drama
40377,Synth Britannia,documentary
40378,Ruins,documentary
40379,World Without End,sci-fi
40380,10 Days in a Madhouse,(no genres listed)
40381,Barricade,"horror, thriller"
40382,Killers from Space,sci-fi
40383,"Monster That Challenged the World, The","horror, sci-fi"
40384,"Quest, The","adventure, children, drama"
40385,Linotype: The Film,documentary
40386,Emo Philips Live,comedy
40387,Rocaterrania,"documentary, fantasy"
40388,Bastards (Les salauds),drama
40389,Talking Funny,comedy
40390,Saint (Sint),horror
40391,Amsterdamned,"action, horror, thriller"
40392,Enough Said,"comedy, drama, romance"
40393,Scatter My Ashes at Bergdorf's,documentary
40394,Adventures in Zambezia,"adventure, animation, children, comedy"
40395,Colorado Territory,western
40396,102 Minutes That Changed America,documentary
40397,Wanda Sykes: Sick and Tired,"comedy, documentary"
40398,Sorceress,"action, adventure, fantasy"
40399,"Tender Hook, The (Boxer and the Bombshell, The)","crime, drama, mystery"
40400,Mushrooming (SeenelkÃ¤ik),"adventure, comedy, thriller"
40401,Dance of Outlaws (HÃ¤Ã¤tanssi),documentary
40402,Mood Indigo (L'Ã©cume des jours),"drama, fantasy"
40403,Metallica: Through the Never,"action, musical, imax"
40404,"Century of the Self, The",documentary
40405,Conquest,"action, adventure, fantasy"
40406,Crystal Fairy & the Magical Cactus and 2012,"adventure, comedy"
40407,De nieuwe Wildernis,documentary
40408,First Cousin Once Removed,documentary
40409,Machete Maidens Unleashed!,documentary
40410,"Gathering of Old Men, A (Murder on the Bayou)",drama
40411,I Will Follow You Into the Dark,"drama, horror, romance"
40412,Adventures of Kitty O'Day (Kitty O'Day Comes Through),"comedy, crime, mystery, romance"
40413,"Innocent Affair, An (Don't Trust Your Husband) (Under Suspicion)",comedy
40414,Ferocious,"crime, thriller"
40415,Shanghai,"crime, thriller"
40416,Paintball,"action, thriller"
40417,Lincz,"drama, thriller"
40418,Tsunami: Caught on Camera,documentary
40419,The Rise,"crime, drama, thriller"
40420,Thampu,drama
40421,Men Seeking Women,comedy
40422,Scanners II: The New Order,"action, horror, sci-fi"
40423,Scanners III: The Takeover (Scanner Force),"action, horror, sci-fi"
40424,Shooters,"action, crime, thriller"
40425,Once Upon a Warrior (Anaganaga O Dheerudu),"action, adventure, fantasy, musical, romance"
40426,Apache Country,"action, western"
40427,Every Other Week (Varannan vecka),"comedy, drama, romance"
40428,Bad Milo (Bad Milo!),"comedy, horror"
40429,America the Beautiful 2: The Thin Commandments,documentary
40430,"Public Eye, The (Follow Me!)",comedy
40431,Orderly or Disorderly (Be Tartib ya Bedoun-e Tartib),documentary
40432,Tour De Pharmacy,comedy
40433,Kabul Express,"action, comedy, drama, thriller"
40434,Miracle in Cell No. 7,"comedy, drama"
40435,Special 26,"crime, drama, thriller"
40436,Jolene,drama
40437,Quand je serai petit,drama
40438,Runner Runner,"crime, drama, thriller"
40439,"Dilettante, La",comedy
40440,Blue Is the Warmest Color (La vie d'AdÃ¨le),"drama, romance"
40441,Tyler Perry's Temptation: Confessions of a Marriage Counselor,drama
40442,Future Weather,drama
40443,Something in the Air (AprÃ¨s Mai),"action, drama"
40444,Shake Hands with the Devil,"action, drama"
40445,I Declare War,"action, comedy, drama"
40446,"German Doctor, The (Wakolda)","drama, thriller"
40447,"Puerta de Hierro, el exilio de PerÃ³n",drama
40448,"Monitors, The","comedy, sci-fi"
40449,This is Our Time,drama
40450,The Most Hated Woman in America,"crime, drama"
40451,Curse of Chucky (Child's Play 6),"horror, thriller"
40452,Prison of the Dead,horror
40453,"Rabid Grannies (MÃ©mÃ©s cannibales, Les)","comedy, horror"
40454,Muhammad Ali's Greatest Fight,drama
40455,711 Ocean Drive,"crime, drama, film-noir, thriller"
40456,"Cadaver Christmas, A","comedy, horror"
40457,Angel,"action, crime, thriller"
40458,Favela Rising,documentary
40459,Mariage Ã  Mendoza,"comedy, drama"
40460,Germany Pale Mother,"drama, war"
40461,Parkland,drama
40462,Imagine,drama
40463,Inequality for All,documentary
40464,Narrien illat,"comedy, drama, musical"
40465,Sword of Desperation (Hisshiken torisashi),"action, drama"
40466,"Mooring, The","horror, thriller"
40467,The Secret Game,drama
40468,Seyyit Khan: Bride of the Earth (Seyyit Han),"drama, western"
40469,"Tale from the Past, A (PÃ«rralle Nga e Kaluara)",comedy
40470,Eros (Men and Women) (Noite Vazia),drama
40471,Jessie James Meets Frankenstein's Daughter,"sci-fi, western"
40472,On the Job,"action, drama"
40473,Resurrecting the Street Walker,horror
40474,Adventures of a Teenage Dragonslayer (I Was a 7th Grade Dragon Slayer),"adventure, children, comedy, fantasy"
40475,Alice Upside Down (Alice),"adventure, children, comedy, drama"
40476,Alice's Adventures in Wonderland,"adventure, children, fantasy, musical"
40477,Extraction,action
40478,Microphone,"comedy, drama, musical"
40479,Talaash,"crime, drama, mystery"
40480,Vine of the Soul: Encounters with Ayahuasca,documentary
40481,Blood Shack,horror
40482,Nobody Else But You (Poupoupidou),"comedy, crime, mystery"
40483,Almost You,"comedy, drama"
40484,Swashbuckler,"action, adventure, comedy"
40485,Dirty,"crime, drama, thriller"
40486,"Dish & the Spoon, The","comedy, drama, romance"
40487,Kumail Nanjiani: Beta Male,"comedy, documentary"
40488,"Shiro Amakusa, the Christian Rebel (Amakusa Shiro tokisada)","drama, war"
40489,"Devil's Ground, The","horror, thriller"
40490,Bitter Harvest,"drama, romance, war"
40491,Television Under the Swastika (Das Fernsehen unter dem Hakenkreuz),documentary
40492,"MisÃ©rables, Les",drama
40493,"Philosophers, The (After The Dark)","drama, fantasy, sci-fi"
40494,"It's Me, It's Me (Ore Ore)","comedy, drama, sci-fi"
40495,Year Zero: The Silent Death of Cambodia,documentary
40496,Stealing a Nation,documentary
40497,"Wall, The (Die Wand)","drama, fantasy"
40498,They Only Kill Their Masters,"mystery, romance, thriller"
40499,Valentine Road,documentary
40500,You Should Meet My Son,"children, comedy"
40501,"All Dogs Christmas Carol, An","animation, children, comedy, musical"
40502,Another Harvest Moon,drama
40503,Fanatics (Kulman pojat),comedy
40504,William Shatner Presents: Chaos on the Bridge,"documentary, sci-fi"
40505,Beneath the Dark,"drama, mystery, thriller"
40506,McKenna Shoots for the Stars,"children, drama"
40507,Sincerely Yours,"drama, musical"
40508,Are You Scared 2,"action, horror, thriller"
40509,Attila (Attila the Hun),drama
40510,Look,drama
40511,Zombie High,"comedy, horror"
40512,Voodoo Dawn,horror
40513,Machete Kills (Machete 2),"action, crime, thriller"
40514,I Am Fishead,documentary
40515,Game of Chance (Onnenpeli),"comedy, drama"
40516,Drona,"action, adventure, fantasy, musical"
40517,Calling Dr. Death,mystery
40518,Woman in the Meadow (Nainen kedolla),"drama, romance, thriller"
40519,Sunshine on Leith,musical
40520,Wild Seven,"crime, drama"
40521,"Frozen Ghost, The",mystery
40522,Four Eyes and Six-Guns,"comedy, western"
40523,Zero Charisma,"comedy, drama"
40524,Nothing in Return,drama
40525,Parking (Ting che),"crime, drama"
40526,Stitches,"comedy, horror"
40527,ÎÏÎ¶ÎµÏÎ¯ Î¤ÏÎ¹ÏÏÎ¬Î½Î·Ï,(no genres listed)
40528,Weird Woman,drama
40529,Family Affair,documentary
40530,Dances With the Dragons ( Yu long gong wu),"comedy, drama, romance"
40531,Led Zeppelin: Celebration Day,documentary
40532,Haute Cuisine,drama
40533,Tell No One,comedy
40534,Brazilian Western (Faroeste Caboclo),"crime, drama, romance"
40535,How to Meet Girls from a Distance,comedy
40536,My Grandfather's People (Dedemin insanlari),"comedy, drama"
40537,"Thief of Paris, The (Le voleur)","comedy, crime, drama"
40538,Family Secrets (Familjehemligheter),drama
40539,"Legend of Lylah Clare, The",drama
40540,Under the Rainbow,comedy
40541,"Fifth Estate, The","drama, thriller"
40542,The Amazing Truth About Queen Raquela,"documentary, drama"
40543,Life According to Sam,"documentary, drama"
40544,UnHung Hero,documentary
40545,"Place of One's Own, A","drama, mystery, thriller"
40546,SuperclÃ¡sico,"comedy, drama"
40547,"Counselor, The","crime, drama, thriller"
40548,"Bikini Carwash Company, The",comedy
40549,Blood Suckers from Outer Space,"comedy, horror, sci-fi"
40550,Bloodsucking Freaks,horror
40551,Cinema Komunisto,documentary
40552,One Nation Under God,documentary
40553,"Congress, The","animation, sci-fi"
40554,Earth vs. The Spider,horror
40555,"Trip to Mars, A",sci-fi
40556,One Small Hitch,"comedy, romance"
40557,"Stranger in Town, A","drama, romance"
40558,Another Nine & a Half Weeks (Love in Paris) (9 1/2 Weeks II) (Another 9 1/2 Weeks),"drama, romance"
40559,Back in the Saddle (Back in the Saddle Again),"action, drama, western"
40560,"Unbelievers, The",documentary
40561,Escape From Tomorrow,"drama, fantasy, horror"
40562,Frankenstein Conquers the World,"action, drama, sci-fi"
40563,Episode 3: Enjoy Poverty,"documentary, war"
40564,Godzilla vs. Megaguirus (Gojira tai Megagirasu: JÃ® shÃ´metsu sakusen),"action, sci-fi"
40565,Godzilla vs. Megalon (Gojira tai Megaro),"action, sci-fi"
40566,Undocumented,"horror, thriller"
40567,Back to the Secret Garden,"adventure, children, fantasy"
40568,EdifÃ­cio Master,documentary
40569,Cult of the Cobra,horror
40570,Mustasukkaisuus,"drama, romance"
40571,Rebirth of Mothra,"action, fantasy, sci-fi"
40572,Bloodsucking Pharaohs in Pittsburgh,"comedy, horror"
40573,Bloody Bloody Bible Camp,"comedy, horror"
40574,Bloody New Year,"horror, mystery"
40575,"Double, The","comedy, drama, thriller"
40576,Godzilla vs. SpaceGodzilla (Gojira VS Supesugojira),"action, sci-fi"
40577,Deep Dark Canyon (Hunting Season),"action, drama, thriller"
40578,B-Side,"comedy, romance"
40579,Only Daughter,drama
40580,"Trouble with the Truth, The","drama, romance"
40581,Child's Pose,drama
40582,"Enemy Within, The (O ehthros mou)",drama
40583,Kill Your Darlings,"crime, drama, romance, thriller"
40584,"Killing of America, The",documentary
40585,China Heavyweight,documentary
40586,Being Cyrus,"comedy, drama, thriller"
40587,Buddha Collapsed Out of Shame,"drama, war"
40588,AurÃ©lie Laflamme: Les pieds sur terre,comedy
40589,Debtocracy,documentary
40590,"White Dwarf, The (Valkoinen kÃ¤Ã¤piÃ¶)",drama
40591,August (Elokuu),drama
40592,MÃ­a,drama
40593,Silja - nuorena nukkunut,"drama, romance"
40594,Watermarks,documentary
40595,Heart of a Lion (LeijonasydÃ¤n),"drama, romance"
40596,History of Hell (Rosas HÃ¶llenfahrt),documentary
40597,Kimjongilia,documentary
40598,Backwoods,"action, horror, thriller"
40599,Bait Shop,comedy
40600,Barrio Tales,horror
40601,"Day of the Crows, The (Le jour des corneilles)","animation, children, comedy, fantasy"
40602,Space Amoeba (Yog: Monster from Space),"action, sci-fi"
40603,Varan the Unbelievable,"action, drama, sci-fi"
40604,Bridegroom,documentary
40605,29 Palms,"comedy, drama, thriller"
40606,Alien Space Avenger,"comedy, horror, sci-fi"
40607,Miracle Run,drama
40608,Spinning Plates,documentary
40609,All Is Lost,"action, adventure, drama"
40610,La Sfida,(no genres listed)
40611,Pillow of Death,"mystery, thriller"
40612,Rebirth of Mothra II,"action, fantasy"
40613,Rebirth of Mothra III,"action, fantasy, sci-fi"
40614,Arthur Newman,"comedy, drama"
40615,Inherit the Wind,drama
40616,"Little Help, A","comedy, drama"
40617,Assault on a Queen,"action, adventure, crime, drama, thriller"
40618,Bad Medicine,comedy
40619,Born Wild,drama
40620,Boulevard,"crime, drama"
40621,Man on a Mission: Richard Garriott's Road to the Stars,documentary
40622,"Substance: Albert Hofmann's LSD, The",documentary
40623,Bartok the Magnificent,"animation, children"
40624,Maniac,"crime, horror, mystery, romance, thriller"
40625,Breaking Point,thriller
40626,Paid in Full,drama
40627,Hello! How Are You? (Buna! Ce faci?),"comedy, romance"
40628,TWA Flight 800,documentary
40629,Toy Story of Terror,"animation, children, comedy"
40630,"Return of Mod Squad, The","crime, drama"
40631,Folies Bergere de Paris,"comedy, musical"
40632,"Thrill of Brazil, The",musical
40633,"Last Days on Mars, The","horror, sci-fi"
40634,Middle Man,"comedy, crime, drama"
40635,Chastity Bites,"comedy, horror"
40636,A Grande FamÃ­lia: O Filme,comedy
40637,The Escape Artist,"crime, drama"
40638,Four Days in July,"comedy, drama"
40639,Death by China,documentary
40640,Het Vonnis,"crime, drama"
40641,Wind with the Gone (El viento se llevÃ³ lo quÃ©),"comedy, drama"
40642,Conversations with My Gardener (Dialogue avec mon jardinier),"comedy, drama"
40643,Race,"action, comedy"
40644,Freaky Deaky,"comedy, crime"
40645,"Hand of Peace: Pope Pius XII and the Holocaust, A",documentary
40646,"Code, The",documentary
40647,Precision: The Measure of All Things,documentary
40648,"Great Texas Dynamite Chase, The","action, comedy, crime, drama, romance"
40649,Fragment of Fear,"crime, drama, mystery"
