data_idx,ConvID,qt_movies_mentioned,user_chrono_id,movie_UiD,rating
24770,12596,1,24770,"[6437, 4379, 11, 5829, 414]","[1, 1, 1, 1, 1]"
24771,12596,2,24771,"[4379, 11, 5829, 414]","[1, 1, 1, 1]"
24772,12596,3,24772,"[11, 5829, 414]","[1, 1, 1]"
24773,12596,4,24773,"[5829, 414]","[1, 1]"
24774,12596,5,24774,[414],[1]
24775,12597,0,24775,"[2417, 6050, 1702, 5649, 747, 767, 5130]","[1, 1, 1, 1, 1, 1, 1]"
24776,12597,1,24776,"[6050, 1702, 5649, 747, 767, 5130]","[1, 1, 1, 1, 1, 1]"
24777,12597,2,24777,"[1702, 5649, 747, 767, 5130]","[1, 1, 1, 1, 1]"
24778,12597,3,24778,"[5649, 747, 767, 5130]","[1, 1, 1, 1]"
24779,12597,4,24779,"[747, 767, 5130]","[1, 1, 1]"
24780,12597,5,24780,"[767, 5130]","[1, 1]"
24781,12597,6,24781,[5130],[1]
24782,12598,0,24782,"[3340, 6050, 747, 2712, 4404, 3276]","[1, 1, 1, 1, 1, 1]"
24783,12598,2,24783,"[747, 2712, 4404, 3276]","[1, 1, 1, 1]"
24784,12598,3,24784,"[2712, 4404, 3276]","[1, 1, 1]"
24785,12598,4,24785,"[4404, 3276]","[1, 1]"
24786,12598,5,24786,[3276],[1]
24787,12611,0,24787,"[1876, 1858, 5709, 6119]","[1, 1, 1, 1]"
24788,12611,1,24788,"[1858, 5709, 6119]","[1, 1, 1]"
24789,12611,2,24789,"[5709, 6119]","[1, 1]"
24790,12611,3,24790,[6119],[1]
24791,12619,0,24791,"[5040, 6104, 1375, 6197, 29, 1654, 6045]","[1, 0, 0, 1, 0, 0, 1]"
24792,12619,1,24792,"[6104, 1375, 6197, 29, 1654, 6045]","[0, 0, 1, 0, 0, 1]"
24793,12619,2,24793,"[1375, 6197, 29, 1654, 6045]","[0, 1, 0, 0, 1]"
24794,12619,3,24794,"[6197, 29, 1654, 6045]","[1, 0, 0, 1]"
24795,12619,4,24795,"[29, 1654, 6045]","[0, 0, 1]"
24796,12619,5,24796,"[1654, 6045]","[0, 1]"
24797,12619,6,24797,[6045],[1]
24798,12621,0,24798,"[4529, 1857, 1542, 1837, 3445, 5549]","[1, 1, 1, 1, 1, 1]"
24799,12621,1,24799,"[1857, 1542, 1837, 3445, 5549]","[1, 1, 1, 1, 1]"
24800,12621,2,24800,"[1542, 1837, 3445, 5549]","[1, 1, 1, 1]"
24801,12621,3,24801,"[1837, 3445, 5549]","[1, 1, 1]"
24802,12621,5,24802,[5549],[1]
24803,12622,0,24803,[6045],[1]
24804,12623,0,24804,"[1857, 1830, 2593, 1624, 1847, 4430]","[1, 1, 1, 1, 1, 1]"
24805,12623,1,24805,"[1830, 2593, 1624, 1847, 4430]","[1, 1, 1, 1, 1]"
24806,12623,2,24806,"[2593, 1624, 1847, 4430]","[1, 1, 1, 1]"
24807,12623,4,24807,"[1847, 4430]","[1, 1]"
24808,12624,0,24808,"[3816, 435, 4011, 4562]","[1, 1, 1, 1]"
24809,12624,1,24809,"[435, 4011, 4562]","[1, 1, 1]"
24810,12624,2,24810,"[4011, 4562]","[1, 1]"
24811,12624,3,24811,[4562],[1]
24812,12625,0,24812,"[4043, 2648, 1654, 2164, 4491]","[1, 1, 1, 1, 1]"
24813,12625,3,24813,"[2164, 4491]","[1, 1]"
24814,12625,4,24814,[4491],[1]
24815,12626,0,24815,"[1654, 5236, 1857, 4656, 7]","[1, 1, 1, 1, 1]"
24816,12626,1,24816,"[5236, 1857, 4656, 7]","[1, 1, 1, 1]"
24817,12626,2,24817,"[1857, 4656, 7]","[1, 1, 1]"
24818,12626,3,24818,"[4656, 7]","[1, 1]"
24819,12626,4,24819,[7],[1]
24820,12627,0,24820,"[4203, 6200, 2890, 1082]","[1, 1, 1, 1]"
24821,12627,2,24821,"[2890, 1082]","[1, 1]"
24822,12627,3,24822,[1082],[1]
24823,12628,0,24823,"[2593, 6455, 5820, 1123, 2003]","[1, 1, 1, 1, 1]"
24824,12628,1,24824,"[6455, 5820, 1123, 2003]","[1, 1, 1, 1]"
24825,12628,2,24825,"[5820, 1123, 2003]","[1, 1, 1]"
24826,12628,4,24826,[2003],[1]
24827,12629,0,24827,"[5549, 649, 1847, 1830, 1859]","[1, 1, 0, 1, 1]"
24828,12629,1,24828,"[649, 1847, 1830, 1859]","[1, 0, 1, 1]"
24829,12629,2,24829,"[1847, 1830, 1859]","[0, 1, 1]"
24830,12629,4,24830,[1859],[1]
24831,12630,0,24831,"[414, 1142, 354, 1857]","[1, 1, 1, 1]"
24832,12630,1,24832,"[1142, 354, 1857]","[1, 1, 1]"
24833,12630,2,24833,"[354, 1857]","[1, 1]"
24834,12630,3,24834,[1857],[1]
24835,12631,0,24835,"[354, 1857, 278, 6152, 1375]","[1, 1, 1, 1, 1]"
24836,12631,1,24836,"[1857, 278, 6152, 1375]","[1, 1, 1, 1]"
24837,12631,2,24837,"[278, 6152, 1375]","[1, 1, 1]"
24838,12631,3,24838,"[6152, 1375]","[1, 1]"
24839,12631,4,24839,[1375],[1]
24840,12632,0,24840,"[1875, 1857, 1654, 6206, 4427, 4791]","[1, 1, 1, 1, 1, 1]"
24841,12632,1,24841,"[1857, 1654, 6206, 4427, 4791]","[1, 1, 1, 1, 1]"
24842,12632,2,24842,"[1654, 6206, 4427, 4791]","[1, 1, 1, 1]"
24843,12632,3,24843,"[6206, 4427, 4791]","[1, 1, 1]"
24844,12632,4,24844,"[4427, 4791]","[1, 1]"
24845,12632,5,24845,[4791],[1]
24846,12633,0,24846,"[237, 3890, 2593, 1624, 1847, 3607]","[1, 1, 1, 1, 1, 1]"
24847,12633,1,24847,"[3890, 2593, 1624, 1847, 3607]","[1, 1, 1, 1, 1]"
24848,12633,2,24848,"[2593, 1624, 1847, 3607]","[1, 1, 1, 1]"
24849,12633,4,24849,"[1847, 3607]","[1, 1]"
24850,12634,0,24850,"[375, 475, 3022, 4686]","[1, 1, 1, 1]"
24851,12634,1,24851,"[475, 3022, 4686]","[1, 1, 1]"
24852,12634,2,24852,"[3022, 4686]","[1, 1]"
24853,12634,3,24853,[4686],[1]
24854,12636,0,24854,"[1654, 2610, 1615, 4095]","[1, 1, 1, 1]"
24855,12636,2,24855,"[1615, 4095]","[1, 1]"
24856,12637,0,24856,"[1859, 6200, 2593, 1624, 1689]","[1, 1, 1, 1, 1]"
24857,12637,1,24857,"[6200, 2593, 1624, 1689]","[1, 1, 1, 1]"
24858,12637,2,24858,"[2593, 1624, 1689]","[1, 1, 1]"
24859,12637,4,24859,[1689],[1]
24860,12638,1,24860,"[1149, 3086, 5841, 6353, 1813]","[1, 1, 1, 1, 1]"
24861,12638,2,24861,"[3086, 5841, 6353, 1813]","[1, 1, 1, 1]"
24862,12638,3,24862,"[5841, 6353, 1813]","[1, 1, 1]"
24863,12638,4,24863,"[6353, 1813]","[1, 1]"
24864,12638,5,24864,[1813],[1]
24865,12639,0,24865,"[5072, 1380]","[1, 1]"
24866,12639,1,24866,[1380],[1]
24867,12640,0,24867,"[3016, 3636, 1859, 6200, 3352]","[1, 1, 1, 1, 1]"
24868,12640,1,24868,"[3636, 1859, 6200, 3352]","[1, 1, 1, 1]"
24869,12640,2,24869,"[1859, 6200, 3352]","[1, 1, 1]"
24870,12640,3,24870,"[6200, 3352]","[1, 1]"
24871,12640,4,24871,[3352],[1]
24872,12642,0,24872,"[4203, 1082, 6200, 2697, 6389, 2890]","[1, 1, 1, 1, 1, 1]"
24873,12642,2,24873,"[6200, 2697, 6389, 2890]","[1, 1, 1, 1]"
24874,12642,3,24874,"[2697, 6389, 2890]","[1, 1, 1]"
24875,12642,4,24875,"[6389, 2890]","[1, 1]"
24876,12642,5,24876,[2890],[1]
24877,12643,0,24877,"[3263, 5104, 5044, 4767]","[1, 1, 1, 1]"
24878,12643,1,24878,"[5104, 5044, 4767]","[1, 1, 1]"
24879,12643,2,24879,"[5044, 4767]","[1, 1]"
24880,12643,3,24880,[4767],[1]
24881,12646,1,24881,"[4441, 3038, 1149]","[0, 1, 1]"
24882,12646,2,24882,"[3038, 1149]","[1, 1]"
24883,12646,3,24883,[1149],[1]
24884,12647,0,24884,"[414, 2455, 2228, 6140]","[1, 1, 1, 1]"
24885,12647,1,24885,"[2455, 2228, 6140]","[1, 1, 1]"
24886,12647,2,24886,"[2228, 6140]","[1, 1]"
24887,12650,0,24887,"[7, 1027, 2697, 5346]","[1, 1, 1, 1]"
24888,12650,1,24888,"[1027, 2697, 5346]","[1, 1, 1]"
24889,12650,2,24889,"[2697, 5346]","[1, 1]"
24890,12650,3,24890,[5346],[1]
24891,12653,0,24891,"[1082, 2172, 4095, 5550, 4102, 2593]","[1, 1, 0, 1, 1, 1]"
24892,12653,1,24892,"[2172, 4095, 5550, 4102, 2593]","[1, 0, 1, 1, 1]"
24893,12653,2,24893,"[4095, 5550, 4102, 2593]","[0, 1, 1, 1]"
24894,12653,3,24894,"[5550, 4102, 2593]","[1, 1, 1]"
24895,12653,4,24895,"[4102, 2593]","[1, 1]"
24896,12653,5,24896,[2593],[1]
24897,12656,0,24897,"[3809, 2725, 384, 6505, 29]","[1, 1, 1, 1, 1]"
24898,12656,1,24898,"[2725, 384, 6505, 29]","[1, 1, 1, 1]"
24899,12656,2,24899,"[384, 6505, 29]","[1, 1, 1]"
24900,12656,3,24900,"[6505, 29]","[1, 1]"
24901,12657,0,24901,"[1629, 4132, 2678, 1205, 1149]","[1, 1, 1, 1, 1]"
24902,12657,1,24902,"[4132, 2678, 1205, 1149]","[1, 1, 1, 1]"
24903,12657,2,24903,"[2678, 1205, 1149]","[1, 1, 1]"
24904,12657,3,24904,"[1205, 1149]","[1, 1]"
24905,12657,4,24905,[1149],[1]
24906,12659,0,24906,"[2593, 1624, 5841, 4624, 2557]","[1, 1, 1, 1, 1]"
24907,12659,2,24907,"[5841, 4624, 2557]","[1, 1, 1]"
24908,12659,3,24908,"[4624, 2557]","[1, 1]"
24909,12659,4,24909,[2557],[1]
24910,12660,0,24910,"[6462, 141, 1654, 5325]","[1, 1, 1, 1]"
24911,12660,1,24911,"[141, 1654, 5325]","[1, 1, 1]"
24912,12660,2,24912,"[1654, 5325]","[1, 1]"
24913,12660,3,24913,[5325],[1]
24914,12661,0,24914,"[3327, 2140, 3965, 4739, 6519]","[1, 1, 1, 1, 1]"
24915,12661,1,24915,"[2140, 3965, 4739, 6519]","[1, 1, 1, 1]"
24916,12661,2,24916,"[3965, 4739, 6519]","[1, 1, 1]"
24917,12662,0,24917,"[2182, 2174, 2742, 1799]","[1, 1, 1, 1]"
24918,12662,2,24918,"[2742, 1799]","[1, 1]"
24919,12663,0,24919,"[3403, 4434, 259, 6183]","[1, 1, 1, 1]"
24920,12663,1,24920,"[4434, 259, 6183]","[1, 1, 1]"
24921,12663,2,24921,"[259, 6183]","[1, 1]"
24922,12663,3,24922,[6183],[1]
24923,12670,0,24923,"[650, 5117, 300, 985]","[1, 1, 1, 1]"
24924,12670,1,24924,"[5117, 300, 985]","[1, 1, 1]"
24925,12670,2,24925,"[300, 985]","[1, 1]"
24926,12673,0,24926,"[5544, 1847, 2191, 4688]","[1, 1, 1, 1]"
24927,12673,1,24927,"[1847, 2191, 4688]","[1, 1, 1]"
24928,12673,2,24928,"[2191, 4688]","[1, 1]"
24929,12673,3,24929,[4688],[1]
24930,12679,0,24930,"[6527, 3134, 6353, 2074]","[1, 1, 1, 1]"
24931,12679,1,24931,"[3134, 6353, 2074]","[1, 1, 1]"
24932,12679,2,24932,"[6353, 2074]","[1, 1]"
24933,12679,3,24933,[2074],[1]
24934,12680,0,24934,"[3352, 16, 3963, 3631, 755]","[1, 1, 1, 1, 1]"
24935,12680,1,24935,"[16, 3963, 3631, 755]","[1, 1, 1, 1]"
24936,12680,2,24936,"[3963, 3631, 755]","[1, 1, 1]"
24937,12680,3,24937,"[3631, 755]","[1, 1]"
24938,12680,4,24938,[755],[1]
24939,12681,0,24939,"[6345, 266, 5233, 967]","[1, 1, 1, 1]"
24940,12681,1,24940,"[266, 5233, 967]","[1, 1, 1]"
24941,12681,2,24941,"[5233, 967]","[1, 1]"
24942,12681,3,24942,[967],[1]
24943,12683,0,24943,"[3525, 414, 3898, 3888]","[1, 1, 1, 1]"
24944,12683,1,24944,"[414, 3898, 3888]","[1, 1, 1]"
24945,12683,2,24945,"[3898, 3888]","[1, 1]"
24946,12683,3,24946,[3888],[1]
24947,12684,0,24947,"[5303, 5849, 3140, 4214]","[1, 1, 1, 1]"
24948,12684,1,24948,"[5849, 3140, 4214]","[1, 1, 1]"
24949,12684,2,24949,"[3140, 4214]","[1, 1]"
24950,12684,3,24950,[4214],[1]
24951,12685,0,24951,"[4807, 1542, 523, 1654, 473]","[1, 1, 1, 1, 1]"
24952,12685,1,24952,"[1542, 523, 1654, 473]","[1, 1, 1, 1]"
24953,12685,2,24953,"[523, 1654, 473]","[1, 1, 1]"
24954,12685,3,24954,"[1654, 473]","[1, 1]"
24955,12685,4,24955,[473],[1]
24956,12687,0,24956,"[523, 3218, 4095, 262]","[1, 1, 1, 1]"
24957,12687,1,24957,"[3218, 4095, 262]","[1, 1, 1]"
24958,12687,2,24958,"[4095, 262]","[1, 1]"
24959,12687,3,24959,[262],[1]
24960,12688,0,24960,"[2174, 5132, 4370, 3451]","[1, 1, 1, 1]"
24961,12688,1,24961,"[5132, 4370, 3451]","[1, 1, 1]"
24962,12688,2,24962,"[4370, 3451]","[1, 1]"
24963,12688,3,24963,[3451],[1]
24964,12690,0,24964,"[1654, 3935, 2374, 4203]","[1, 1, 1, 1]"
24965,12690,1,24965,"[3935, 2374, 4203]","[1, 1, 1]"
24966,12690,2,24966,"[2374, 4203]","[1, 1]"
24967,12690,3,24967,[4203],[1]
24968,12692,0,24968,"[3702, 3636, 3016, 1313, 1847, 4430]","[1, 1, 1, 1, 1, 1]"
24969,12692,1,24969,"[3636, 3016, 1313, 1847, 4430]","[1, 1, 1, 1, 1]"
24970,12692,4,24970,"[1847, 4430]","[1, 1]"
24971,12693,0,24971,"[5174, 425, 29, 6045]","[1, 1, 1, 1]"
24972,12693,1,24972,"[425, 29, 6045]","[1, 1, 1]"
24973,12693,2,24973,"[29, 6045]","[1, 1]"
24974,12693,3,24974,[6045],[1]
24975,12695,0,24975,"[4444, 4296, 4312, 4807]","[1, 1, 1, 1]"
24976,12695,1,24976,"[4296, 4312, 4807]","[1, 1, 1]"
24977,12695,2,24977,"[4312, 4807]","[1, 1]"
24978,12695,3,24978,[4807],[1]
24979,12696,0,24979,"[336, 5331, 5782, 4219]","[1, 1, 1, 1]"
24980,12696,1,24980,"[5331, 5782, 4219]","[1, 1, 1]"
24981,12696,2,24981,"[5782, 4219]","[1, 1]"
24982,12696,3,24982,[4219],[1]
24983,12697,0,24983,"[1517, 6200]","[1, 1]"
24984,12697,1,24984,[6200],[1]
24985,12699,0,24985,"[141, 4918, 5757, 6437, 1003]","[1, 1, 1, 1, 1]"
24986,12699,1,24986,"[4918, 5757, 6437, 1003]","[1, 1, 1, 1]"
24987,12699,2,24987,"[5757, 6437, 1003]","[1, 1, 1]"
24988,12699,3,24988,"[6437, 1003]","[1, 1]"
24989,12699,4,24989,[1003],[1]
24990,12703,0,24990,"[1654, 4203, 2610, 2593, 1624]","[1, 1, 1, 1, 1]"
24991,12703,1,24991,"[4203, 2610, 2593, 1624]","[1, 1, 1, 1]"
24992,12703,3,24992,"[2593, 1624]","[1, 1]"
24993,12704,0,24993,"[6045, 2819, 744, 2593, 1624]","[1, 1, 1, 1, 1]"
24994,12704,1,24994,"[2819, 744, 2593, 1624]","[1, 1, 1, 1]"
24995,12704,2,24995,"[744, 2593, 1624]","[1, 1, 1]"
24996,12704,3,24996,"[2593, 1624]","[1, 1]"
24997,12706,0,24997,"[1654, 3636, 1632, 3159]","[1, 1, 1, 1]"
24998,12706,1,24998,"[3636, 1632, 3159]","[1, 1, 1]"
24999,12706,2,24999,"[1632, 3159]","[1, 1]"
25000,12706,3,25000,[3159],[1]
25001,12710,0,25001,[3463],[0]
25002,12712,0,25002,"[5516, 564, 2699, 2593, 1624, 2143]","[1, 1, 1, 1, 1, 1]"
25003,12712,1,25003,"[564, 2699, 2593, 1624, 2143]","[1, 1, 1, 1, 1]"
25004,12712,2,25004,"[2699, 2593, 1624, 2143]","[1, 1, 1, 1]"
25005,12712,3,25005,"[2593, 1624, 2143]","[1, 1, 1]"
25006,12712,5,25006,[2143],[1]
25007,12715,0,25007,"[2593, 1624, 1789, 4739]","[1, 1, 1, 1]"
25008,12715,2,25008,"[1789, 4739]","[1, 1]"
25009,12715,3,25009,[4739],[1]
25010,12716,0,25010,"[473, 523, 3823, 6169, 3695]","[1, 1, 1, 0, 1]"
25011,12716,2,25011,"[3823, 6169, 3695]","[1, 0, 1]"
25012,12716,3,25012,"[6169, 3695]","[0, 1]"
25013,12719,0,25013,"[3524, 4695]","[1, 1]"
25014,12719,1,25014,[4695],[1]
25015,12721,0,25015,[2218],[0]
25016,12723,0,25016,"[4925, 6133, 1532, 5130]","[1, 1, 1, 0]"
25017,12723,2,25017,"[1532, 5130]","[1, 0]"
25018,12723,3,25018,[5130],[0]
25019,12724,0,25019,"[5963, 5686]","[1, 1]"
25020,12724,1,25020,[5686],[1]
25021,12727,0,25021,"[29, 212, 6306, 885]","[1, 1, 1, 1]"
25022,12727,1,25022,"[212, 6306, 885]","[1, 1, 1]"
25023,12727,2,25023,"[6306, 885]","[1, 1]"
25024,12727,3,25024,[885],[1]
25025,12730,0,25025,"[4738, 564, 2699, 4375]","[1, 1, 1, 1]"
25026,12730,3,25026,[4375],[1]
25027,12732,0,25027,"[4739, 4197, 1315, 2593]","[1, 1, 1, 1]"
25028,12732,1,25028,"[4197, 1315, 2593]","[1, 1, 1]"
25029,12732,2,25029,"[1315, 2593]","[1, 1]"
25030,12732,3,25030,[2593],[1]
25031,12733,0,25031,"[3636, 3016, 4686, 163]","[1, 1, 1, 1]"
25032,12733,1,25032,"[3016, 4686, 163]","[1, 1, 1]"
25033,12733,2,25033,"[4686, 163]","[1, 1]"
25034,12733,3,25034,[163],[1]
25035,12737,0,25035,"[5060, 4686, 3037, 3875]","[1, 1, 0, 0]"
25036,12737,1,25036,"[4686, 3037, 3875]","[1, 0, 0]"
25037,12737,2,25037,"[3037, 3875]","[0, 0]"
25038,12739,0,25038,"[154, 264, 2353]","[1, 1, 1]"
25039,12739,2,25039,[2353],[1]
25040,12740,0,25040,"[866, 756, 4932, 270, 4014]","[1, 1, 1, 1, 1]"
25041,12740,1,25041,"[756, 4932, 270, 4014]","[1, 1, 1, 1]"
25042,12740,4,25042,[4014],[1]
25043,12741,0,25043,"[768, 163]","[1, 1]"
25044,12741,1,25044,[163],[1]
25045,12743,0,25045,"[3488, 2699, 564, 4370, 2143, 4637]","[1, 1, 1, 1, 1, 1]"
25046,12743,1,25046,"[2699, 564, 4370, 2143, 4637]","[1, 1, 1, 1, 1]"
25047,12743,2,25047,"[564, 4370, 2143, 4637]","[1, 1, 1, 1]"
25048,12743,3,25048,"[4370, 2143, 4637]","[1, 1, 1]"
25049,12743,4,25049,"[2143, 4637]","[1, 1]"
25050,12743,5,25050,[4637],[1]
25051,12745,0,25051,"[3012, 2991, 3556, 1221]","[1, 1, 1, 1]"
25052,12745,1,25052,"[2991, 3556, 1221]","[1, 1, 1]"
25053,12745,2,25053,"[3556, 1221]","[1, 1]"
25054,12745,3,25054,[1221],[1]
25055,12747,0,25055,"[5592, 5355, 3317, 843]","[1, 1, 1, 1]"
25056,12747,1,25056,"[5355, 3317, 843]","[1, 1, 1]"
25057,12747,2,25057,"[3317, 843]","[1, 1]"
25058,12747,3,25058,[843],[1]
25059,12748,0,25059,[5605],[1]
25060,12749,0,25060,"[5415, 597, 884, 1343, 5286]","[1, 0, 1, 1, 1]"
25061,12749,1,25061,"[597, 884, 1343, 5286]","[0, 1, 1, 1]"
25062,12749,2,25062,"[884, 1343, 5286]","[1, 1, 1]"
25063,12749,3,25063,"[1343, 5286]","[1, 1]"
25064,12749,4,25064,[5286],[1]
25065,12750,0,25065,"[1062, 5605, 1654, 3636]","[1, 1, 1, 1]"
25066,12750,1,25066,"[5605, 1654, 3636]","[1, 1, 1]"
25067,12750,2,25067,"[1654, 3636]","[1, 1]"
25068,12750,3,25068,[3636],[1]
25069,12751,0,25069,"[4008, 5255]","[1, 1]"
25070,12751,1,25070,[5255],[1]
25071,12752,0,25071,[4155],[1]
25072,12753,0,25072,"[3470, 2124, 6485, 3021]","[1, 1, 1, 1]"
25073,12753,2,25073,"[6485, 3021]","[1, 1]"
25074,12753,3,25074,[3021],[1]
25075,12754,0,25075,[574],[1]
25076,12755,0,25076,"[2533, 1631, 3059, 4399]","[0, 1, 1, 0]"
25077,12755,1,25077,"[1631, 3059, 4399]","[1, 1, 0]"
25078,12755,2,25078,"[3059, 4399]","[1, 0]"
25079,12755,3,25079,[4399],[0]
25080,12756,0,25080,"[1962, 4331]","[1, 1]"
25081,12756,1,25081,[4331],[1]
25082,12757,0,25082,"[2585, 652, 5020, 5453, 1962]","[1, 1, 1, 1, 1]"
25083,12757,1,25083,"[652, 5020, 5453, 1962]","[1, 1, 1, 1]"
25084,12757,2,25084,"[5020, 5453, 1962]","[1, 1, 1]"
25085,12759,0,25085,"[6530, 298, 3524, 3455]","[0, 0, 1, 1]"
25086,12759,2,25086,"[3524, 3455]","[1, 1]"
25087,12759,3,25087,[3455],[1]
25088,12761,0,25088,"[2513, 756, 607, 4404, 234]","[1, 1, 1, 1, 1]"
25089,12763,0,25089,"[473, 885, 4135, 2138, 5657]","[1, 1, 1, 1, 1]"
25090,12763,1,25090,"[885, 4135, 2138, 5657]","[1, 1, 1, 1]"
25091,12763,2,25091,"[4135, 2138, 5657]","[1, 1, 1]"
25092,12763,3,25092,"[2138, 5657]","[1, 1]"
25093,12764,0,25093,"[3578, 556, 6189]","[1, 1, 1]"
25094,12764,1,25094,"[556, 6189]","[1, 1]"
25095,12764,2,25095,[6189],[1]
25096,12765,0,25096,"[4064, 3636, 2047, 5549]","[1, 1, 1, 1]"
25097,12765,1,25097,"[3636, 2047, 5549]","[1, 1, 1]"
25098,12765,2,25098,"[2047, 5549]","[1, 1]"
25099,12765,3,25099,[5549],[1]
25100,12766,0,25100,"[362, 1837, 2498, 4429, 4562, 4427]","[1, 1, 0, 0, 0, 1]"
25101,12766,1,25101,"[1837, 2498, 4429, 4562, 4427]","[1, 0, 0, 0, 1]"
25102,12766,2,25102,"[2498, 4429, 4562, 4427]","[0, 0, 0, 1]"
25103,12766,3,25103,"[4429, 4562, 4427]","[0, 0, 1]"
25104,12766,5,25104,[4427],[1]
25105,12767,0,25105,"[1994, 6026]","[1, 0]"
25106,12767,1,25106,[6026],[0]
25107,12768,0,25107,"[1769, 5712, 1554, 1799, 2027]","[1, 1, 1, 1, 1]"
25108,12768,1,25108,"[5712, 1554, 1799, 2027]","[1, 1, 1, 1]"
25109,12768,2,25109,"[1554, 1799, 2027]","[1, 1, 1]"
25110,12768,3,25110,"[1799, 2027]","[1, 1]"
25111,12768,4,25111,[2027],[1]
25112,12771,0,25112,"[4370, 1837, 5398, 3992]","[1, 1, 1, 1]"
25113,12771,1,25113,"[1837, 5398, 3992]","[1, 1, 1]"
25114,12771,3,25114,[3992],[1]
25115,12772,0,25115,"[2412, 747, 480, 2670, 1830, 3890]","[1, 1, 1, 1, 1, 1]"
25116,12772,1,25116,"[747, 480, 2670, 1830, 3890]","[1, 1, 1, 1, 1]"
25117,12772,2,25117,"[480, 2670, 1830, 3890]","[1, 1, 1, 1]"
25118,12772,4,25118,"[1830, 3890]","[1, 1]"
25119,12772,5,25119,[3890],[1]
25120,12773,0,25120,"[4064, 3636, 5003, 6465, 2080, 2094]","[1, 1, 1, 1, 1, 1]"
25121,12773,1,25121,"[3636, 5003, 6465, 2080, 2094]","[1, 1, 1, 1, 1]"
25122,12773,3,25122,"[6465, 2080, 2094]","[1, 1, 1]"
25123,12773,5,25123,[2094],[1]
25124,12774,0,25124,"[3888, 6514, 4688, 1654, 2418]","[1, 1, 1, 1, 1]"
25125,12774,1,25125,"[6514, 4688, 1654, 2418]","[1, 1, 1, 1]"
25126,12774,2,25126,"[4688, 1654, 2418]","[1, 1, 1]"
25127,12774,3,25127,"[1654, 2418]","[1, 1]"
25128,12774,4,25128,[2418],[1]
25129,12775,0,25129,"[6099, 1209, 5331, 92, 2418, 1166]","[1, 1, 1, 1, 1, 1]"
25130,12775,1,25130,"[1209, 5331, 92, 2418, 1166]","[1, 1, 1, 1, 1]"
25131,12775,2,25131,"[5331, 92, 2418, 1166]","[1, 1, 1, 1]"
25132,12775,3,25132,"[92, 2418, 1166]","[1, 1, 1]"
25133,12775,4,25133,"[2418, 1166]","[1, 1]"
25134,12775,5,25134,[1166],[1]
25135,12776,0,25135,"[3888, 308, 5303, 3025, 4724]","[1, 1, 1, 1, 1]"
25136,12776,1,25136,"[308, 5303, 3025, 4724]","[1, 1, 1, 1]"
25137,12776,2,25137,"[5303, 3025, 4724]","[1, 1, 1]"
25138,12776,3,25138,"[3025, 4724]","[1, 1]"
25139,12776,4,25139,[4724],[1]
25140,12777,0,25140,"[1542, 881, 5679, 2562]","[1, 1, 1, 1]"
25141,12777,1,25141,"[881, 5679, 2562]","[1, 1, 1]"
25142,12777,2,25142,"[5679, 2562]","[1, 1]"
25143,12777,3,25143,[2562],[1]
25144,12778,0,25144,"[3237, 3547, 5955]","[1, 1, 1]"
25145,12778,1,25145,"[3547, 5955]","[1, 1]"
25146,12778,2,25146,[5955],[1]
25147,12779,0,25147,"[2725, 3816, 6326]","[1, 1, 1]"
25148,12779,1,25148,"[3816, 6326]","[1, 1]"
25149,12779,2,25149,[6326],[1]
25150,12782,0,25150,"[5592, 2374, 3903, 6552]","[1, 1, 1, 1]"
25151,12782,1,25151,"[2374, 3903, 6552]","[1, 1, 1]"
25152,12782,2,25152,"[3903, 6552]","[1, 1]"
25153,12782,3,25153,[6552],[1]
25154,12783,0,25154,"[4156, 4135, 6206, 4662]","[1, 1, 1, 1]"
25155,12783,1,25155,"[4135, 6206, 4662]","[1, 1, 1]"
25156,12783,2,25156,"[6206, 4662]","[1, 1]"
25157,12783,3,25157,[4662],[1]
25158,12784,0,25158,"[2959, 4068, 6207, 5422]","[1, 1, 1, 1]"
25159,12784,1,25159,"[4068, 6207, 5422]","[1, 1, 1]"
25160,12784,2,25160,"[6207, 5422]","[1, 1]"
25161,12784,3,25161,[5422],[1]
25162,12785,0,25162,"[435, 1830, 1859, 2593, 1624]","[1, 1, 1, 1, 1]"
25163,12785,1,25163,"[1830, 1859, 2593, 1624]","[1, 1, 1, 1]"
25164,12785,2,25164,"[1859, 2593, 1624]","[1, 1, 1]"
25165,12785,3,25165,"[2593, 1624]","[1, 1]"
25166,12786,0,25166,"[1799, 4095, 2418, 4004, 173, 6200, 747]","[1, 1, 1, 1, 1, 1, 1]"
25167,12786,1,25167,"[4095, 2418, 4004, 173, 6200, 747]","[1, 1, 1, 1, 1, 1]"
25168,12786,2,25168,"[2418, 4004, 173, 6200, 747]","[1, 1, 1, 1, 1]"
25169,12786,3,25169,"[4004, 173, 6200, 747]","[1, 1, 1, 1]"
25170,12786,4,25170,"[173, 6200, 747]","[1, 1, 1]"
25171,12786,5,25171,"[6200, 747]","[1, 1]"
25172,12786,6,25172,[747],[1]
25173,12787,0,25173,"[827, 3935, 2733, 5048]","[1, 1, 1, 1]"
25174,12787,1,25174,"[3935, 2733, 5048]","[1, 1, 1]"
25175,12787,2,25175,"[2733, 5048]","[1, 1]"
25176,12787,3,25176,[5048],[1]
25177,12788,0,25177,"[4667, 4788, 2399, 738, 5923]","[1, 1, 1, 1, 1]"
